base_doc_id,query_count,max_relevance,avg_relevance,qrels_segment_count,domain
msmarco_v2.1_doc_54_1557681116,3,3,1.8,4,54
msmarco_v2.1_doc_39_628757272,3,3,1.7142857142857142,6,39
msmarco_v2.1_doc_44_1668605667,3,3,1.4,5,44
msmarco_v2.1_doc_38_375166852,3,3,2.0,4,38
msmarco_v2.1_doc_25_796237657,3,3,1.25,4,25
msmarco_v2.1_doc_14_1194602750,3,2,0.6666666666666666,2,14
msmarco_v2.1_doc_14_1483002058,3,2,1.4,5,14
msmarco_v2.1_doc_25_1220068132,3,2,0.8571428571428571,12,25
msmarco_v2.1_doc_07_413268743,3,2,1.5,4,07
msmarco_v2.1_doc_49_1552774699,3,2,1.5,3,49
msmarco_v2.1_doc_36_1331156606,3,2,0.8947368421052632,12,36
msmarco_v2.1_doc_55_999420689,3,2,0.6666666666666666,3,55
msmarco_v2.1_doc_03_1735207071,3,2,1.25,9,03
msmarco_v2.1_doc_55_483026639,3,2,1.0,4,55
msmarco_v2.1_doc_32_368522447,3,2,1.5555555555555556,5,32
msmarco_v2.1_doc_27_1177335276,3,2,1.6666666666666667,7,27
msmarco_v2.1_doc_17_422718810,3,2,0.6666666666666666,2,17
msmarco_v2.1_doc_13_549555443,3,2,1.0,7,13
msmarco_v2.1_doc_26_1461335318,3,2,1.3333333333333333,3,26
msmarco_v2.1_doc_11_1354184029,3,2,0.4,4,11
msmarco_v2.1_doc_39_548799743,3,2,1.0,3,39
msmarco_v2.1_doc_50_523719198,3,2,0.6666666666666666,3,50
msmarco_v2.1_doc_50_1583893755,3,2,1.0,2,50
msmarco_v2.1_doc_27_96476919,3,2,0.75,3,27
msmarco_v2.1_doc_37_1405324015,3,2,1.0,3,37
msmarco_v2.1_doc_16_7353038,3,2,1.4,2,16
msmarco_v2.1_doc_31_1458158786,3,2,1.5,3,31
msmarco_v2.1_doc_34_451304530,3,2,0.8333333333333334,5,34
msmarco_v2.1_doc_51_2020569410,3,2,1.5,3,51
msmarco_v2.1_doc_53_353971499,3,2,0.75,4,53
msmarco_v2.1_doc_22_981027701,3,2,1.4666666666666666,11,22
msmarco_v2.1_doc_54_1531845519,3,2,0.75,3,54
msmarco_v2.1_doc_59_717195095,3,2,0.75,2,59
msmarco_v2.1_doc_00_245240303,3,2,1.4,5,00
msmarco_v2.1_doc_02_1109414233,3,2,1.3333333333333333,5,02
msmarco_v2.1_doc_43_709256635,3,2,1.3333333333333333,3,43
msmarco_v2.1_doc_44_1712475404,3,2,1.25,4,44
msmarco_v2.1_doc_26_1649719330,3,2,1.25,3,26
msmarco_v2.1_doc_00_704606902,3,2,1.2,5,00
msmarco_v2.1_doc_58_1306931949,3,2,1.0,2,58
msmarco_v2.1_doc_37_166787630,3,2,1.0,4,37
msmarco_v2.1_doc_50_523561377,3,2,1.5,9,50
msmarco_v2.1_doc_19_1780603275,3,2,1.75,7,19
msmarco_v2.1_doc_33_1335726734,3,2,1.25,4,33
msmarco_v2.1_doc_46_1071755977,3,2,1.0833333333333333,11,46
msmarco_v2.1_doc_36_218363458,3,2,1.3333333333333333,1,36
msmarco_v2.1_doc_02_1044345981,3,2,1.3333333333333333,2,02
msmarco_v2.1_doc_27_35377673,3,2,1.3333333333333333,1,27
msmarco_v2.1_doc_25_956773557,3,2,1.3333333333333333,3,25
msmarco_v2.1_doc_30_1058585132,3,2,1.5,4,30
msmarco_v2.1_doc_17_675897119,3,2,0.6666666666666666,3,17
msmarco_v2.1_doc_41_652675767,3,2,1.0,6,41
msmarco_v2.1_doc_18_1510592644,3,2,1.3333333333333333,1,18
msmarco_v2.1_doc_03_1201017804,3,2,0.9375,14,03
msmarco_v2.1_doc_22_1330439156,3,2,1.1428571428571428,14,22
msmarco_v2.1_doc_08_905211647,3,2,1.25,4,08
msmarco_v2.1_doc_28_75068166,3,2,1.0,4,28
msmarco_v2.1_doc_55_338951438,3,2,1.1538461538461537,10,55
msmarco_v2.1_doc_11_783939078,3,2,1.2,2,11
msmarco_v2.1_doc_01_1599276502,3,2,1.0769230769230769,11,01
msmarco_v2.1_doc_28_756347949,3,2,1.4444444444444444,6,28
msmarco_v2.1_doc_37_1140088727,3,2,1.0,6,37
msmarco_v2.1_doc_00_1126889161,3,2,1.1666666666666667,5,00
msmarco_v2.1_doc_24_503850754,3,2,1.1428571428571428,6,24
msmarco_v2.1_doc_08_1486739766,3,2,1.4285714285714286,6,08
msmarco_v2.1_doc_34_465975708,3,2,1.5,3,34
msmarco_v2.1_doc_54_596841659,3,2,1.4,4,54
msmarco_v2.1_doc_20_1263707170,3,2,1.0,5,20
msmarco_v2.1_doc_07_388496375,3,2,0.6666666666666666,2,07
msmarco_v2.1_doc_14_1723911332,3,2,1.3333333333333333,2,14
msmarco_v2.1_doc_44_245698763,3,2,1.1538461538461537,8,44
msmarco_v2.1_doc_33_336744326,3,2,0.6666666666666666,3,33
msmarco_v2.1_doc_20_1612332187,3,2,1.5,2,20
msmarco_v2.1_doc_08_991825068,3,2,0.75,3,08
msmarco_v2.1_doc_51_628549282,3,2,1.0909090909090908,8,51
msmarco_v2.1_doc_18_942137322,3,2,1.0,3,18
msmarco_v2.1_doc_26_1408758320,3,2,1.25,3,26
msmarco_v2.1_doc_17_742213242,3,2,0.6363636363636364,8,17
msmarco_v2.1_doc_27_531252412,3,2,1.6666666666666667,5,27
msmarco_v2.1_doc_14_1164238404,3,2,1.25,3,14
msmarco_v2.1_doc_59_763799589,3,2,1.0,3,59
msmarco_v2.1_doc_25_336424156,3,2,0.6666666666666666,3,25
msmarco_v2.1_doc_19_1027191653,3,2,1.0833333333333333,8,19
msmarco_v2.1_doc_02_101853070,3,2,1.5,3,02
msmarco_v2.1_doc_07_635481886,3,2,1.0,3,07
msmarco_v2.1_doc_05_1736603621,3,2,1.0,3,05
msmarco_v2.1_doc_37_171660632,3,1,0.6666666666666666,1,37
msmarco_v2.1_doc_05_1241398301,3,1,1.0,2,05
msmarco_v2.1_doc_21_308578972,3,1,0.3333333333333333,2,21
msmarco_v2.1_doc_51_169819312,3,1,0.3333333333333333,1,51
msmarco_v2.1_doc_05_1240781568,3,1,0.6666666666666666,1,05
msmarco_v2.1_doc_35_1623426839,3,1,1.0,7,35
msmarco_v2.1_doc_09_882174552,3,1,0.5,6,09
msmarco_v2.1_doc_23_691132874,3,1,0.5,3,23
msmarco_v2.1_doc_57_621667063,3,1,0.5,4,57
msmarco_v2.1_doc_09_1230673637,3,1,0.8823529411764706,14,09
msmarco_v2.1_doc_15_429122883,3,1,0.6666666666666666,3,15
msmarco_v2.1_doc_09_913587594,3,1,0.6666666666666666,2,09
msmarco_v2.1_doc_14_1465134985,3,1,0.6666666666666666,3,14
msmarco_v2.1_doc_34_1094034226,3,1,0.6666666666666666,3,34
msmarco_v2.1_doc_22_913494090,3,1,1.0,2,22
msmarco_v2.1_doc_40_1180725879,3,1,0.5,6,40
msmarco_v2.1_doc_14_1332073605,3,1,1.0,3,14
msmarco_v2.1_doc_05_1607975933,3,1,0.5,3,05
msmarco_v2.1_doc_39_1122030439,3,1,0.6666666666666666,3,39
msmarco_v2.1_doc_06_225355884,3,1,0.5,3,06
msmarco_v2.1_doc_11_922590446,3,1,0.3333333333333333,6,11
msmarco_v2.1_doc_46_1089691966,3,1,0.5,6,46
msmarco_v2.1_doc_07_736288017,3,1,0.6666666666666666,3,07
msmarco_v2.1_doc_54_1201222100,3,1,0.7777777777777778,6,54
msmarco_v2.1_doc_54_1519078052,3,1,0.3333333333333333,3,54
msmarco_v2.1_doc_24_641727853,3,1,0.6666666666666666,3,24
msmarco_v2.1_doc_40_1171242423,3,1,0.75,4,40
msmarco_v2.1_doc_32_1577386189,3,1,0.25,4,32
msmarco_v2.1_doc_16_1568362355,3,1,0.75,3,16
msmarco_v2.1_doc_00_1488941774,3,1,0.7272727272727273,8,00
msmarco_v2.1_doc_05_1742867213,3,1,0.6666666666666666,2,05
msmarco_v2.1_doc_50_1303976704,3,1,0.8,5,50
msmarco_v2.1_doc_29_827502300,3,1,0.5,4,29
msmarco_v2.1_doc_08_1376675494,3,1,0.3333333333333333,1,08
msmarco_v2.1_doc_17_2328636504,3,1,0.6,4,17
msmarco_v2.1_doc_15_709691466,3,1,0.07692307692307693,13,15
msmarco_v2.1_doc_25_1224049911,3,1,0.8333333333333334,6,25
msmarco_v2.1_doc_06_10991662,3,1,0.6,4,06
msmarco_v2.1_doc_08_1378360603,3,1,0.6666666666666666,3,08
msmarco_v2.1_doc_18_1641255332,3,1,0.6666666666666666,3,18
msmarco_v2.1_doc_32_267735468,3,1,1.0,4,32
msmarco_v2.1_doc_08_234764639,3,1,0.6666666666666666,2,08
msmarco_v2.1_doc_01_661361446,3,1,0.9166666666666666,11,01
msmarco_v2.1_doc_39_1205723156,3,1,1.0,5,39
msmarco_v2.1_doc_06_1286506228,3,1,1.0,3,06
msmarco_v2.1_doc_54_1594225655,3,1,1.0,6,54
msmarco_v2.1_doc_25_154951753,3,1,0.75,4,25
msmarco_v2.1_doc_07_1468083503,3,1,0.6666666666666666,3,07
msmarco_v2.1_doc_25_860236721,3,1,1.0,5,25
msmarco_v2.1_doc_50_426045765,3,1,0.6666666666666666,2,50
msmarco_v2.1_doc_49_578891082,3,1,0.8,4,49
msmarco_v2.1_doc_16_8835196,3,1,0.2857142857142857,5,16
msmarco_v2.1_doc_10_1387297806,3,1,0.75,3,10
msmarco_v2.1_doc_26_1719452693,3,1,0.2,4,26
msmarco_v2.1_doc_30_130475850,3,1,0.8333333333333334,5,30
msmarco_v2.1_doc_06_1881410679,3,1,0.3333333333333333,3,06
msmarco_v2.1_doc_03_1566355396,3,1,0.07692307692307693,10,03
msmarco_v2.1_doc_02_929303009,3,1,0.6666666666666666,3,02
msmarco_v2.1_doc_48_1403165323,3,1,0.4,4,48
msmarco_v2.1_doc_17_739887517,3,1,0.6,4,17
msmarco_v2.1_doc_27_354467125,3,1,0.5,5,27
msmarco_v2.1_doc_26_1677948072,3,1,0.3333333333333333,2,26
msmarco_v2.1_doc_10_300341254,3,1,0.6666666666666666,3,10
msmarco_v2.1_doc_34_187018,3,1,1.0,3,34
msmarco_v2.1_doc_56_392791655,3,1,0.5,5,56
msmarco_v2.1_doc_34_920686972,3,1,0.6666666666666666,2,34
msmarco_v2.1_doc_25_1222534072,3,1,0.5,3,25
msmarco_v2.1_doc_05_1320212098,3,1,0.3333333333333333,2,05
msmarco_v2.1_doc_50_2009371807,3,1,0.6666666666666666,3,50
msmarco_v2.1_doc_25_1180223356,3,1,0.5,5,25
msmarco_v2.1_doc_18_1307554177,3,1,0.5,3,18
msmarco_v2.1_doc_46_988564574,3,1,0.25,4,46
msmarco_v2.1_doc_44_649360042,3,1,0.6666666666666666,7,44
msmarco_v2.1_doc_50_522733238,3,1,0.8,4,50
msmarco_v2.1_doc_26_1835512575,3,1,0.6666666666666666,3,26
msmarco_v2.1_doc_38_1579928475,3,1,1.0,4,38
msmarco_v2.1_doc_17_912255019,3,1,0.5,2,17
msmarco_v2.1_doc_00_1152624705,3,1,0.4,5,00
msmarco_v2.1_doc_22_1339224835,3,1,0.8333333333333334,6,22
msmarco_v2.1_doc_13_1063656513,3,1,0.2,2,13
msmarco_v2.1_doc_30_1022037776,3,1,0.3333333333333333,3,30
msmarco_v2.1_doc_11_21707817,3,0,0.0,1,11
msmarco_v2.1_doc_38_1571654231,3,0,0.0,2,38
msmarco_v2.1_doc_56_87465723,3,0,0.0,3,56
msmarco_v2.1_doc_04_776174582,3,0,0.0,3,04
msmarco_v2.1_doc_50_2405250456,3,0,0.0,3,50
msmarco_v2.1_doc_45_1034706625,3,0,0.0,3,45
msmarco_v2.1_doc_03_1687316354,3,0,0.0,4,03
msmarco_v2.1_doc_23_1266872077,3,0,0.0,2,23
msmarco_v2.1_doc_20_1589540657,3,0,0.0,3,20
msmarco_v2.1_doc_05_989659154,2,3,1.5,2,05
msmarco_v2.1_doc_38_1419842501,2,3,2.0,3,38
msmarco_v2.1_doc_05_1690642284,2,3,2.6,5,05
msmarco_v2.1_doc_28_731658164,2,3,0.8,9,28
msmarco_v2.1_doc_02_683834694,2,3,2.0,7,02
msmarco_v2.1_doc_55_466613958,2,3,1.625,7,55
msmarco_v2.1_doc_06_735250895,2,3,1.8888888888888888,9,06
msmarco_v2.1_doc_55_433986123,2,3,1.9230769230769231,9,55
msmarco_v2.1_doc_27_217841597,2,3,2.5,1,27
msmarco_v2.1_doc_48_1297368294,2,3,1.6666666666666667,2,48
msmarco_v2.1_doc_15_1829760988,2,3,1.8333333333333333,5,15
msmarco_v2.1_doc_45_866334676,2,3,1.6666666666666667,3,45
msmarco_v2.1_doc_25_865075226,2,3,2.5,2,25
msmarco_v2.1_doc_08_1487029963,2,3,1.75,4,08
msmarco_v2.1_doc_53_149205786,2,3,1.5,2,53
msmarco_v2.1_doc_25_784483208,2,3,2.5,3,25
msmarco_v2.1_doc_05_1790734817,2,3,1.6666666666666667,5,05
msmarco_v2.1_doc_19_1688543671,2,3,2.6666666666666665,3,19
msmarco_v2.1_doc_50_627589705,2,3,2.0,4,50
msmarco_v2.1_doc_21_186177645,2,3,2.0,3,21
msmarco_v2.1_doc_52_51768087,2,3,1.3333333333333333,6,52
msmarco_v2.1_doc_15_793173406,2,3,1.5,4,15
msmarco_v2.1_doc_13_796146487,2,3,1.6666666666666667,3,13
msmarco_v2.1_doc_06_1471957946,2,3,2.25,4,06
msmarco_v2.1_doc_05_1690664467,2,3,2.6,4,05
msmarco_v2.1_doc_34_458522219,2,3,2.0,2,34
msmarco_v2.1_doc_23_630586080,2,3,2.0,2,23
msmarco_v2.1_doc_13_794258126,2,3,1.5,2,13
msmarco_v2.1_doc_10_724570435,2,3,1.25,4,10
msmarco_v2.1_doc_39_615789149,2,3,2.0,3,39
msmarco_v2.1_doc_18_1334551829,2,3,2.0,7,18
msmarco_v2.1_doc_14_1195175224,2,3,1.6666666666666667,8,14
msmarco_v2.1_doc_45_1226229995,2,3,1.5,3,45
msmarco_v2.1_doc_45_628960534,2,3,1.625,8,45
msmarco_v2.1_doc_38_1570402115,2,3,2.25,4,38
msmarco_v2.1_doc_52_4498675,2,3,2.5,2,52
msmarco_v2.1_doc_50_400032628,2,3,1.9166666666666667,12,50
msmarco_v2.1_doc_08_1276221077,2,3,1.75,4,08
msmarco_v2.1_doc_54_111309967,2,3,1.0,3,54
msmarco_v2.1_doc_24_1639540249,2,3,1.6666666666666667,5,24
msmarco_v2.1_doc_24_1140352994,2,3,1.6666666666666667,3,24
msmarco_v2.1_doc_41_882466887,2,3,2.6666666666666665,3,41
msmarco_v2.1_doc_36_797248324,2,3,1.75,4,36
msmarco_v2.1_doc_50_426268777,2,3,2.0,9,50
msmarco_v2.1_doc_53_1153064887,2,3,2.2,6,53
msmarco_v2.1_doc_00_144614956,2,3,1.75,3,00
msmarco_v2.1_doc_52_980009909,2,3,2.6,4,52
msmarco_v2.1_doc_34_1309807022,2,3,1.4285714285714286,6,34
msmarco_v2.1_doc_09_1088189796,2,3,1.7,6,09
msmarco_v2.1_doc_16_536463525,2,3,2.0,2,16
msmarco_v2.1_doc_52_1201201365,2,3,1.7142857142857142,7,52
msmarco_v2.1_doc_24_341231761,2,3,1.875,8,24
msmarco_v2.1_doc_30_729562297,2,3,2.0,3,30
msmarco_v2.1_doc_02_1757527083,2,3,2.2,4,02
msmarco_v2.1_doc_46_185980267,2,3,1.4,4,46
msmarco_v2.1_doc_03_961054407,2,3,1.3076923076923077,12,03
msmarco_v2.1_doc_02_766542754,2,3,2.6666666666666665,3,02
msmarco_v2.1_doc_00_156220669,2,3,1.0,3,00
msmarco_v2.1_doc_48_663155238,2,3,2.0,4,48
msmarco_v2.1_doc_33_707631074,2,3,2.5,3,33
msmarco_v2.1_doc_30_1893235519,2,3,2.2,5,30
msmarco_v2.1_doc_27_603988980,2,3,1.7142857142857142,10,27
msmarco_v2.1_doc_29_525999452,2,3,2.0,1,29
msmarco_v2.1_doc_14_884568057,2,3,2.5,4,14
msmarco_v2.1_doc_14_1482540358,2,3,2.0,1,14
msmarco_v2.1_doc_26_576461492,2,3,2.0,3,26
msmarco_v2.1_doc_17_1772868977,2,3,1.0,5,17
msmarco_v2.1_doc_05_1669340385,2,3,2.0,5,05
msmarco_v2.1_doc_27_1624948789,2,3,2.0,2,27
msmarco_v2.1_doc_39_883604032,2,3,1.8,5,39
msmarco_v2.1_doc_39_1165250648,2,3,1.7142857142857142,5,39
msmarco_v2.1_doc_50_436994532,2,3,1.6666666666666667,3,50
msmarco_v2.1_doc_21_1051161293,2,3,2.3333333333333335,3,21
msmarco_v2.1_doc_35_29262382,2,3,1.6,5,35
msmarco_v2.1_doc_02_1836188135,2,3,2.0,6,02
msmarco_v2.1_doc_04_1253304985,2,3,1.5,2,04
msmarco_v2.1_doc_06_72276461,2,3,2.0,3,06
msmarco_v2.1_doc_08_605599082,2,3,1.3846153846153846,12,08
msmarco_v2.1_doc_39_632818754,2,3,2.0,4,39
msmarco_v2.1_doc_14_1020774239,2,3,2.0,2,14
msmarco_v2.1_doc_39_169701550,2,3,2.6666666666666665,2,39
msmarco_v2.1_doc_40_1605558936,2,3,1.5,2,40
msmarco_v2.1_doc_28_717066787,2,3,2.0,4,28
msmarco_v2.1_doc_24_181024204,2,3,1.5555555555555556,8,24
msmarco_v2.1_doc_21_1226875116,2,3,2.3076923076923075,12,21
msmarco_v2.1_doc_23_1218789008,2,3,2.0,2,23
msmarco_v2.1_doc_39_896529369,2,3,1.0,3,39
msmarco_v2.1_doc_35_192641525,2,3,2.0,5,35
msmarco_v2.1_doc_40_155086380,2,3,2.0,3,40
msmarco_v2.1_doc_21_1003261990,2,3,1.5,2,21
msmarco_v2.1_doc_08_1322544351,2,3,1.6666666666666667,6,08
msmarco_v2.1_doc_34_908683,2,3,1.75,3,34
msmarco_v2.1_doc_48_1272353699,2,3,1.2857142857142858,7,48
msmarco_v2.1_doc_56_1010045751,2,3,1.6,9,56
msmarco_v2.1_doc_27_1199868974,2,3,1.25,4,27
msmarco_v2.1_doc_02_443571556,2,3,1.3333333333333333,3,02
msmarco_v2.1_doc_37_272466525,2,3,1.8571428571428572,6,37
msmarco_v2.1_doc_56_367486656,2,3,2.0,2,56
msmarco_v2.1_doc_05_1620435945,2,3,1.75,4,05
msmarco_v2.1_doc_35_676224568,2,3,1.6666666666666667,2,35
msmarco_v2.1_doc_12_901795249,2,3,1.6666666666666667,8,12
msmarco_v2.1_doc_26_922506055,2,3,1.8,5,26
msmarco_v2.1_doc_06_172765714,2,3,2.0,4,06
msmarco_v2.1_doc_25_1350378667,2,3,2.0,4,25
msmarco_v2.1_doc_39_174102024,2,3,1.7692307692307692,12,39
msmarco_v2.1_doc_29_1232341178,2,3,2.3333333333333335,3,29
msmarco_v2.1_doc_50_485767657,2,3,2.0,8,50
msmarco_v2.1_doc_10_1429139993,2,3,2.0,2,10
msmarco_v2.1_doc_35_1636858991,2,3,2.0,5,35
msmarco_v2.1_doc_46_946157885,2,3,2.0,2,46
msmarco_v2.1_doc_08_1369531574,2,3,1.8,4,08
msmarco_v2.1_doc_34_20641264,2,3,2.0,2,34
msmarco_v2.1_doc_01_1380599211,2,3,1.5,2,01
msmarco_v2.1_doc_27_761452122,2,3,2.2857142857142856,6,27
msmarco_v2.1_doc_23_1414242448,2,3,1.5,2,23
msmarco_v2.1_doc_05_1599946235,2,3,1.75,4,05
msmarco_v2.1_doc_26_1034471239,2,3,2.0833333333333335,11,26
msmarco_v2.1_doc_54_107530202,2,3,2.2,5,54
msmarco_v2.1_doc_37_944330486,2,3,1.8,7,37
msmarco_v2.1_doc_50_485661585,2,3,1.125,10,50
msmarco_v2.1_doc_52_836401950,2,3,1.875,7,52
msmarco_v2.1_doc_13_199890942,2,3,1.6,5,13
msmarco_v2.1_doc_20_1056215959,2,3,2.0,3,20
msmarco_v2.1_doc_34_466080834,2,3,1.5,2,34
msmarco_v2.1_doc_00_1057963136,2,3,1.5,2,00
msmarco_v2.1_doc_03_291148419,2,3,2.0,1,03
msmarco_v2.1_doc_03_41444692,2,3,2.5,2,03
msmarco_v2.1_doc_12_117374337,2,3,2.3333333333333335,3,12
msmarco_v2.1_doc_22_888534086,2,3,2.6666666666666665,2,22
msmarco_v2.1_doc_50_2609854823,2,3,1.75,4,50
msmarco_v2.1_doc_56_1469661588,2,3,1.6,5,56
msmarco_v2.1_doc_14_400494818,2,3,2.5,3,14
msmarco_v2.1_doc_25_194939043,2,3,2.0,2,25
msmarco_v2.1_doc_26_421266880,2,3,2.0,7,26
msmarco_v2.1_doc_24_1485171830,2,3,2.0,2,24
msmarco_v2.1_doc_26_1722768018,2,3,2.5,4,26
msmarco_v2.1_doc_33_278227453,2,3,1.6666666666666667,3,33
msmarco_v2.1_doc_53_1160365489,2,3,1.7,9,53
msmarco_v2.1_doc_33_711004888,2,3,1.5,2,33
msmarco_v2.1_doc_50_477798112,2,3,2.0,4,50
msmarco_v2.1_doc_16_3135729309,2,3,1.7857142857142858,11,16
msmarco_v2.1_doc_46_149475524,2,3,1.0,3,46
msmarco_v2.1_doc_05_699067448,2,3,1.6666666666666667,6,05
msmarco_v2.1_doc_34_338408733,2,3,2.0,2,34
msmarco_v2.1_doc_19_164009241,2,3,2.5,4,19
msmarco_v2.1_doc_01_1918481013,2,3,1.5,2,01
msmarco_v2.1_doc_20_1566998367,2,3,2.2222222222222223,8,20
msmarco_v2.1_doc_14_1287350617,2,3,2.0,3,14
msmarco_v2.1_doc_58_1230815815,2,3,2.25,4,58
msmarco_v2.1_doc_36_480698814,2,3,1.8571428571428572,7,36
msmarco_v2.1_doc_52_409314865,2,3,2.0,2,52
msmarco_v2.1_doc_24_352730594,2,3,2.0,2,24
msmarco_v2.1_doc_22_928562361,2,3,2.5,2,22
msmarco_v2.1_doc_00_1341147067,2,3,2.0,3,00
msmarco_v2.1_doc_30_524718071,2,3,1.4,3,30
msmarco_v2.1_doc_44_871372233,2,3,2.5,2,44
msmarco_v2.1_doc_52_838984293,2,3,2.0,3,52
msmarco_v2.1_doc_01_977189566,2,3,1.8,5,01
msmarco_v2.1_doc_43_1473539262,2,3,1.0,3,43
msmarco_v2.1_doc_16_1562807995,2,3,1.4,5,16
msmarco_v2.1_doc_16_509555871,2,3,2.0,2,16
msmarco_v2.1_doc_13_232791014,2,3,1.4,5,13
msmarco_v2.1_doc_50_647001799,2,3,2.0,2,50
msmarco_v2.1_doc_06_926892567,2,3,2.3333333333333335,5,06
msmarco_v2.1_doc_51_916758702,2,3,2.0,2,51
msmarco_v2.1_doc_06_1327223582,2,3,2.0,8,06
msmarco_v2.1_doc_18_3038812547,2,3,2.4285714285714284,6,18
msmarco_v2.1_doc_04_1326133047,2,3,2.4444444444444446,8,04
msmarco_v2.1_doc_50_1979946776,2,3,1.75,4,50
msmarco_v2.1_doc_29_1474321695,2,3,2.4,5,29
msmarco_v2.1_doc_41_1932658616,2,3,2.5,2,41
msmarco_v2.1_doc_11_416922078,2,3,0.8,5,11
msmarco_v2.1_doc_16_3413006765,2,3,1.75,3,16
msmarco_v2.1_doc_32_49061692,2,3,2.5,8,32
msmarco_v2.1_doc_06_1325380459,2,3,2.2,5,06
msmarco_v2.1_doc_34_1620070692,2,3,1.5,3,34
msmarco_v2.1_doc_52_223552415,2,3,2.5,2,52
msmarco_v2.1_doc_25_778044611,2,3,1.5,3,25
msmarco_v2.1_doc_48_1031431541,2,3,1.5,2,48
msmarco_v2.1_doc_40_154981595,2,3,1.8,4,40
msmarco_v2.1_doc_39_1205713220,2,3,1.1428571428571428,13,39
msmarco_v2.1_doc_03_741879382,2,3,2.0,3,03
msmarco_v2.1_doc_00_693072468,2,3,1.4615384615384615,12,00
msmarco_v2.1_doc_53_344595646,2,3,1.5,2,53
msmarco_v2.1_doc_55_398046121,2,3,2.0,1,55
msmarco_v2.1_doc_19_1437103122,2,3,1.5,2,19
msmarco_v2.1_doc_44_1729942576,2,3,1.6666666666666667,3,44
